Solution Number,  Solution Name,   Fitness,  max_boron,  PinPowerPeaking,  FDeltaH,  cycle_length,  
150,    child_2_30,    None,0.7807943718041537,    0.22456140888195886,    0.9905776584032583,    0.21181334454851686,    
151,    child_3_0,    None,0.08684304718528402,    0.5801490259045314,    0.8375229979306088,    0.8664070744974702,    
152,    child_3_1,    None,0.8996804795930146,    0.25833095613962465,    0.36072549642548424,    0.6103501804475089,    
153,    child_3_2,    None,0.6827036792340563,    0.10073987354155922,    0.9382365444856423,    0.8898891655049396,    
154,    child_3_3,    None,0.9012648414679147,    0.6716892764329643,    0.16093595146253914,    0.545620363589973,    
155,    child_3_4,    None,0.6341209983351066,    0.0738057086156767,    0.33759999083055225,    0.55075243300337,    
156,    child_3_5,    None,0.38199671563002247,    0.6811839244791996,    0.6765732216732923,    0.9276024016996143,    
157,    child_3_6,    None,0.7585677884404856,    0.057947250277557205,    0.8780558629509654,    0.907483628521363,    
158,    child_3_7,    None,0.7278174480087688,    0.8761271165942945,    0.17321615913426602,    0.27487271028341886,    
159,    child_3_8,    None,0.77712654914593,    0.09864503304686134,    0.5763767692388189,    0.39085040736709253,    
160,    child_3_9,    None,0.8710872703723499,    0.5502703259712688,    0.8662832487919798,    0.5511761551938537,    
161,    child_3_10,    None,0.5397886022976173,    0.01458021771914908,    0.3029125605642117,    0.25708164665847444,    
162,    child_3_11,    None,0.24912972429800218,    0.5780144454811132,    0.3869353459752386,    0.4720921523807634,    
163,    child_3_12,    None,0.7829336963242209,    0.2696966271849246,    0.5733651744028145,    0.31354481302010806,    
164,    child_3_13,    None,0.040033997629036366,    0.027627356797904734,    0.4382652064916295,    0.028818283972409042,    
165,    child_3_14,    None,0.10066086572326771,    0.16212234426024208,    0.18768604589014337,    0.4597843148526606,    
166,    child_3_15,    None,0.9727382915549854,    0.258330114935034,    0.6701019339293274,    0.5638529836229451,    
167,    child_3_16,    None,0.954904670733122,    0.024402437848657366,    0.4511153356199312,    0.882042290927059,    
168,    child_3_17,    None,0.12779338174727406,    0.5637536086547253,    0.43483597188195844,    0.05756441415376501,    
169,    child_3_18,    None,0.5970425696094298,    0.2419861965565684,    0.32654742012936444,    0.8061815839241985,    
170,    child_3_19,    None,0.13578032352025016,    0.7817835782591093,    0.6897149400039384,    0.5643303838472783,    
171,    child_3_20,    None,0.9211764127444725,    0.23321879134275458,    0.843655235526462,    0.331911687889741,    
172,    child_3_21,    None,0.49500093319609895,    0.24511438885926706,    0.24086991274281755,    0.22258392981713815,    
173,    child_3_22,    None,0.1890722297274543,    0.12546086809401824,    0.7173080341089506,    0.5648498606741623,    
174,    child_3_23,    None,0.47825362779100467,    0.6587908479037224,    0.3605871632917822,    0.8730070181568671,    
175,    child_3_24,    None,0.5562972674547582,    0.034768912573134636,    0.5625102308835254,    0.6875206866346731,    
176,    child_3_25,    None,0.4828183211253363,    0.9799309918071231,    0.0762728290492306,    0.31876453283802664,    
177,    child_3_26,    None,0.34645472056743476,    0.6649584379351544,    0.18251537535659068,    0.8980432660615567,    
178,    child_3_27,    None,0.3654787683074834,    0.3911276604934536,    0.49028685543418427,    0.13082823472516147,    
179,    child_3_28,    None,0.913447805420458,    0.37819292768895707,    0.6784082813032337,    0.8780302458361698,    
180,    child_3_29,    None,0.31137496611084603,    0.41349132485187434,    0.7573390458308729,    0.2679047465324813,    
181,    child_4_0,    None,0.9260655978502584,    0.35725093458989,    0.9389060211518883,    0.274742508152617,    
182,    child_4_1,    None,0.9508186820002994,    0.07418575822792484,    0.713008489465185,    0.25149027622175035,    
183,    child_4_2,    None,0.3672051497585005,    0.2498663785653087,    0.7203279661434564,    0.4857962387585957,    
184,    child_4_3,    None,0.13770889092342398,    0.3173518906267544,    0.6216008526984439,    0.5736405787987188,    
185,    child_4_4,    None,0.5452411880412359,    0.3118719859026342,    0.6492010092818244,    0.6129959471218499,    
186,    child_4_5,    None,0.9360114699695243,    0.5254789502306725,    0.15753330070820226,    0.45456335340155607,    
187,    child_4_6,    None,0.07081160680999798,    0.15562071693977142,    0.0626841388465621,    0.5245168971351986,    
188,    child_4_7,    None,0.5846048702677884,    0.6910281030506842,    0.6396068113553603,    0.8862391161943131,    
189,    child_4_8,    None,0.6410165222160746,    0.4030403569462958,    0.4654565417268126,    0.971538902843476,    
190,    child_4_9,    None,0.8040279309181493,    0.8952244226489566,    0.39221116319934846,    0.9108894600892297,    
191,    child_4_10,    None,0.02301689192342904,    0.2724029671854348,    0.19064545491630658,    0.6138943055356189,    
192,    child_4_11,    None,0.06641290989110082,    0.5465715333050241,    0.6485498183590878,    0.37191339865250894,    
193,    child_4_12,    None,0.05686889614782331,    0.6608539282895028,    0.3295347877920397,    0.6068528109349598,    
194,    child_4_13,    None,0.5842322889692393,    0.23057431453051103,    0.3638446050716223,    0.559571853870494,    
195,    child_4_14,    None,0.4752935830013407,    0.371187535857849,    0.25116785485538584,    0.43767300492352434,    
196,    child_4_15,    None,0.9537693408021175,    0.782817579811106,    0.014677917733625478,    0.1836346330244406,    
197,    child_4_16,    None,0.2684304520622923,    0.4833864026102165,    0.061976138555325355,    0.7257733375201443,    
198,    child_4_17,    None,0.5502486337514331,    0.5534063826556362,    0.35489351379127276,    0.9685526176084662,    
199,    child_4_18,    None,0.8940671561509994,    0.1088732959371762,    0.04675229338063325,    0.11507656878528605,    
200,    child_4_19,    None,0.1567650917992407,    0.3755888369915087,    0.1635241001259139,    0.43495755816015313,    
201,    child_4_20,    None,0.020745604270199225,    0.5924427486642547,    0.01536553573184396,    0.307223513326492,    
202,    child_4_21,    None,0.1206546530187933,    0.7252163212261036,    0.07677458373576462,    0.1718728749367211,    
203,    child_4_22,    None,0.10310261115814379,    0.2162028848135782,    0.0295876368882394,    0.8227177019101444,    
204,    child_4_23,    None,0.7287513099898085,    0.3531494325994773,    0.13841453776837842,    0.7252669594128507,    
205,    child_4_24,    None,0.02662529082032361,    0.12840327650599426,    0.9242088610342556,    0.22316331353752816,    
206,    child_4_25,    None,0.31495069720153634,    0.016045897693563127,    0.3174397231866709,    0.3597008433227218,    
207,    child_4_26,    None,0.47856544311627214,    0.29685246242996977,    0.23266519643326578,    0.39902249830439285,    
208,    child_4_27,    None,0.6860932039542552,    0.5141824022272906,    0.37933615771820905,    0.7727782821176641,    
209,    child_4_28,    None,0.031893360782625835,    0.8701480999512502,    0.9512305651505187,    0.4345067196951189,    
210,    child_4_29,    None,0.13793467831604478,    0.646324075320261,    0.738133830577831,    0.4185661460822796,    
211,    child_5_0,    None,0.6587304496959615,    0.74012789318729,    0.6885747528454611,    0.15682294245532757,    
212,    child_5_1,    None,0.5372148184458294,    0.5776534423998297,    0.08361127571494342,    0.011774361944974499,    
213,    child_5_2,    None,0.2077858084531813,    0.7275219938124646,    0.3362514817850222,    0.7771326908700369,    
214,    child_5_3,    None,0.9884486615788469,    0.6372525498430932,    0.3974345903561818,    0.1398106827797735,    
215,    child_5_4,    None,0.5117710907216734,    0.7665087716283192,    0.642369204509561,    0.8827261553396601,    
216,    child_5_5,    None,0.9642660486377478,    0.7896885416583423,    0.42093559874862585,    0.9842812078386723,    
217,    child_5_6,    None,0.4593698512802069,    0.3844338450477939,    0.3111975707920168,    0.8931189699400636,    
218,    child_5_7,    None,0.09579206252210293,    0.6912436616781605,    0.12570132522733646,    0.31977725594937445,    
219,    child_5_8,    None,0.1909582316859464,    0.8090859816612713,    0.5335043981058538,    0.5685993496727205,    
220,    child_5_9,    None,0.5614479150529937,    0.31039803700978374,    0.4284734532715161,    0.44089474102590365,    
221,    child_5_10,    None,0.13003399630087376,    0.007568845530617763,    0.7434965035208732,    0.15786305720421845,    
222,    child_5_11,    None,0.8602212376009397,    0.7316357721532493,    0.0416754964658983,    0.8889768854341462,    
223,    child_5_12,    None,0.4093947348584922,    0.3545794850657371,    0.08110821526371415,    0.7502551486275965,    
224,    child_5_13,    None,0.848437720693022,    0.1897453178438666,    0.027674793849625234,    0.38039327354109465,    
225,    child_5_14,    None,0.8605318609252337,    0.6671300796989462,    0.8581606118234792,    0.9651294676658124,    
226,    child_5_15,    None,0.27349764721821,    0.7808332110072542,    0.756615880676986,    0.8190473575135993,    
227,    child_5_16,    None,0.5373104982875972,    0.3025179970859373,    0.633082930795703,    0.5801609855720082,    
228,    child_5_17,    None,0.1285999946447164,    0.6020975691427919,    0.5098658939551804,    0.9366357063561044,    
229,    child_5_18,    None,0.9020329925640073,    0.27075715622589824,    0.5822552330606281,    0.7299529105227268,    
230,    child_5_19,    None,0.546325555687506,    0.4662799893368651,    0.32321993873520205,    0.8045460543308679,    
231,    child_5_20,    None,0.2719149147925669,    0.6205590885840668,    0.2976145649602212,    0.2977334016120632,    
232,    child_5_21,    None,0.7722985662499648,    0.758709960360323,    0.910833937746897,    0.0802844813625403,    
233,    child_5_22,    None,0.7314259539646927,    0.47518953941906883,    0.705326580633488,    0.7883577982147807,    
234,    child_5_23,    None,0.47521559058430307,    0.5124231777203226,    0.47973104722969406,    0.24790667366990016,    
235,    child_5_24,    None,0.7822523782433677,    0.9769063852961806,    0.18412287764792246,    0.24355208411619556,    
236,    child_5_25,    None,0.3102385163742951,    0.09688366083095612,    0.5074435636614071,    0.36380038849908114,    
237,    child_5_26,    None,0.9101902849912892,    0.8396306593846793,    0.50091420491301,    0.1115526036712694,    
238,    child_5_27,    None,0.7485543405632937,    0.6422646798015595,    0.5181278520852661,    0.2985390826473113,    
239,    child_5_28,    None,0.7801501334695832,    0.32626090462034996,    0.3728265798818071,    0.49795952206320937,    
240,    child_5_29,    None,0.6330395127014768,    0.8548720094558224,    0.037213833783210415,    0.2003645801631545,    
241,    child_5_30,    None,0.24152112534789272,    0.7297685985503816,    0.6978715570723221,    0.37468407104642165,    
242,    child_6_0,    None,0.6919744283537584,    0.14415733641962203,    0.35696703394488694,    0.7231908531010929,    
243,    child_6_1,    None,0.2606075775947905,    0.7544984149771304,    0.28880302733190344,    0.49518213170575576,    
244,    child_6_2,    None,0.6583198202174455,    0.47611599047535935,    0.9011510817317444,    0.09785579643457465,    
245,    child_6_3,    None,0.10946888853572845,    0.5532592360674422,    0.571789562085579,    0.697679001826397,    
246,    child_6_4,    None,0.2727014948191866,    0.20971910517631642,    0.6530208406748953,    0.9670554085290782,    
247,    child_6_5,    None,0.6164412227726829,    0.2635576881502415,    0.41176932736416305,    0.9477901541956721,    
248,    child_6_6,    None,0.7950718381026077,    0.05494747772593289,    0.22088420417835009,    0.4696084100695047,    
249,    child_6_7,    None,0.45378696633512106,    0.5390675654800451,    0.4398038510725568,    0.6201745205172368,    
250,    child_6_8,    None,0.9486639411443771,    0.14479724478834133,    0.583549102799538,    0.2891890242499303,    
251,    child_6_9,    None,0.010138551734395151,    0.2968751974107382,    0.3227778847522631,    0.5158013726297487,    
252,    child_6_10,    None,0.33395867394409673,    0.8996684128064774,    0.4329789848446888,    0.665034662515993,    
253,    child_6_11,    None,0.23674546842410615,    0.37947102145870737,    0.9697052120708389,    0.6811671350357631,    
254,    child_6_12,    None,0.6251756724788506,    0.7377743223096824,    0.03686286306736419,    0.4931858257074615,    
255,    child_6_13,    None,0.2826537292016893,    0.17366649501832088,    0.03828463421162209,    0.5989907661916368,    
256,    child_6_14,    None,0.5130310957873778,    0.10404142754696377,    0.3981735916623962,    0.5791289469776871,    
257,    child_6_15,    None,0.7938880563365683,    0.5200043465959538,    0.0441614016724704,    0.7264181423571441,    
258,    child_6_16,    None,0.8758363528077617,    0.956321270584094,    0.5803257358374719,    0.4618670962127267,    
259,    child_6_17,    None,0.5677358653660595,    0.831576158902118,    0.31551635867717864,    0.31595939595422484,    
260,    child_6_18,    None,0.45590155688329626,    0.2347701981587732,    0.61793968782924,    0.5335780074901141,    
