Solution Generation,  Highest Fitness,  Average Fitness,  Lowest Fitness,   Highest Fitness max_boron,Highest Fitness PinPowerPeaking,Highest Fitness FDeltaH,Highest Fitness cycle_length,Lowest Fitness max_boron,Lowest Fitness PinPowerPeaking,Lowest Fitness FDeltaH,Lowest Fitness cycle_length,Best max_boron in generation,  Average max_boron in generation,  Worst max_boron in generation,  Best PinPowerPeaking in generation,  Average PinPowerPeaking in generation,  Worst PinPowerPeaking in generation,  Best FDeltaH in generation,  Average FDeltaH in generation,  Worst FDeltaH in generation,  Best cycle_length in generation,  Average cycle_length in generation,  Worst cycle_length in generation,  
10,  0.9974834521842574,  0.7908715167122881,  0.1483251809231908,  0.38443635353826244,  0.6331005890767291,  0.5584389615288516,  0.9974834521842574,  0.32417684684005543,  0.40936837887959376,  0.7573932453872633,  0.1483251809231908,  0.03082665435960208,  0.45032806154218574,  0.987507781257528,  0.008125221517016779,  0.4352873775378402,  0.9686366878066134,  0.07262031378053235,  0.49556665700715713,  0.9992714280597075,  0.9974834521842574,  0.7908715167122881,  0.1483251809231908,  
11,  0.9974834521842574,  0.8214341569509044,  0.24270533897324864,  0.38443635353826244,  0.6331005890767291,  0.5584389615288516,  0.9974834521842574,  0.7972932386164143,  0.3470888292952349,  0.09838342588860094,  0.24270533897324864,  0.014762483180783548,  0.4645655377545053,  0.9969374545153749,  0.008125221517016779,  0.47668415667624214,  0.9686366878066134,  0.03828647446624389,  0.5346277448084115,  0.9992714280597075,  0.9974834521842574,  0.8214341569509044,  0.24270533897324864,  
12,  0.9974834521842574,  0.8370945517771547,  0.35251846406561294,  0.38443635353826244,  0.6331005890767291,  0.5584389615288516,  0.9974834521842574,  0.32254840461456513,  0.6315507132562763,  0.39284801735053754,  0.35251846406561294,  0.014762483180783548,  0.48894347857511583,  0.987507781257528,  0.024402437848657366,  0.5017039084410864,  0.9686366878066134,  0.07262031378053235,  0.5552685195967875,  0.9992714280597075,  0.9974834521842574,  0.8370945517771547,  0.35251846406561294,  
13,  0.9974834521842574,  0.8051196493339708,  0.2054671812508213,  0.38443635353826244,  0.6331005890767291,  0.5584389615288516,  0.9974834521842574,  0.05942777730426463,  0.6788282287401739,  0.6844737636886278,  0.2054671812508213,  0.014762483180783548,  0.5707897165596638,  0.987507781257528,  0.05080755870754694,  0.4824751086694026,  0.9686366878066134,  0.03129203711390216,  0.5225479716450746,  0.9992714280597075,  0.9974834521842574,  0.8051196493339708,  0.2054671812508213,  
14,  0.9974834521842574,  0.7904662229883018,  0.2553172627986787,  0.38443635353826244,  0.6331005890767291,  0.5584389615288516,  0.9974834521842574,  0.6357459468742881,  0.7548011070849067,  0.8257498781768973,  0.2553172627986787,  0.026397554936291034,  0.5866309561852767,  0.987507781257528,  0.03930856456686849,  0.4882155980047485,  0.9579453815892974,  0.07262031378053235,  0.49978761735937477,  0.9745940837270646,  0.9974834521842574,  0.7904662229883018,  0.2553172627986787,  
15,  0.9974834521842574,  0.8257588748364832,  0.31429401899709375,  0.38443635353826244,  0.6331005890767291,  0.5584389615288516,  0.9974834521842574,  0.6772014318930236,  0.17443586753559037,  0.8268617028388422,  0.31429401899709375,  0.013443065723591108,  0.5833572883256279,  0.9875478006692168,  0.010760865300210587,  0.4115605404992255,  0.9579453815892974,  0.07262031378053235,  0.5457185525069409,  0.9745940837270646,  0.9974834521842574,  0.8257588748364832,  0.31429401899709375,  
16,  0.9974834521842574,  0.8034937687272797,  0.1781320897409584,  0.38443635353826244,  0.6331005890767291,  0.5584389615288516,  0.9974834521842574,  0.7047100272073678,  0.8280254265140409,  0.37674071372332774,  0.1781320897409584,  0.013443065723591108,  0.6021950013503458,  0.9875478006692168,  0.010760865300210587,  0.47329745715520116,  0.9579453815892974,  0.07262031378053235,  0.4979964923753031,  0.9745940837270646,  0.9974834521842574,  0.8034937687272797,  0.1781320897409584,  
17,  0.9974834521842574,  0.8594545583206109,  0.5711096925532902,  0.38443635353826244,  0.6331005890767291,  0.5584389615288516,  0.9974834521842574,  0.2857015170107794,  0.5866091052505176,  0.34538245406513124,  0.5711096925532902,  0.010509972021350178,  0.5769032418042033,  0.9875478006692168,  0.010760865300210587,  0.3845374456979552,  0.9579453815892974,  0.07262031378053235,  0.43803693501885693,  0.9292191612539975,  0.9974834521842574,  0.8594545583206109,  0.5711096925532902,  
18,  0.9982730284007001,  0.8305696882552451,  0.35542188551612697,  0.7847952430053907,  0.9968877618545798,  0.24850632798839556,  0.9982730284007001,  0.9180881560520044,  0.9935595509726408,  0.9549590770869877,  0.35542188551612697,  0.03623006285873709,  0.6417404443187997,  0.987507781257528,  0.04499697861402541,  0.5153754261026574,  0.9968877618545798,  0.003970105711565752,  0.47297771587695514,  0.9894660216687491,  0.9982730284007001,  0.8305696882552451,  0.35542188551612697,  
19,  0.9982730284007001,  0.8081148534668748,  0.37771376929636824,  0.7847952430053907,  0.9968877618545798,  0.24850632798839556,  0.9982730284007001,  0.2129410008970809,  0.8477634060421462,  0.8252298445643063,  0.37771376929636824,  0.12167609457587969,  0.5748845846008845,  0.987507781257528,  0.04499697861402541,  0.5490800956632669,  0.9968877618545798,  0.003970105711565752,  0.4599822963601795,  0.9292191612539975,  0.9982730284007001,  0.8081148534668748,  0.37771376929636824,  
20,  0.9982730284007001,  0.8487792238497256,  0.4760789930422634,  0.7847952430053907,  0.9968877618545798,  0.24850632798839556,  0.9982730284007001,  0.5307389330294825,  0.812629821492819,  0.1644415854901624,  0.4760789930422634,  0.0627479987127405,  0.5522707210286101,  0.987507781257528,  0.004422800073076716,  0.5833219458521637,  0.9968877618545798,  0.003970105711565752,  0.49452879056701793,  0.9751195814579335,  0.9982730284007001,  0.8487792238497256,  0.4760789930422634,  
21,  0.9982730284007001,  0.8724875472697223,  0.511865782630837,  0.7847952430053907,  0.9968877618545798,  0.24850632798839556,  0.9982730284007001,  0.5655732643599514,  0.4772360210438832,  0.5816742166352021,  0.511865782630837,  0.05853557834668399,  0.5748651552114193,  0.987507781257528,  0.11745565067237729,  0.6277588358174445,  0.9968877618545798,  0.003048786785633806,  0.531239301654088,  0.991965229993972,  0.9982730284007001,  0.8724875472697223,  0.511865782630837,  
22,  0.9982730284007001,  0.8393082097710693,  0.2967803366226649,  0.7847952430053907,  0.9968877618545798,  0.24850632798839556,  0.9982730284007001,  0.11935668437225078,  0.348616814168773,  0.6016738307582074,  0.2967803366226649,  0.058306020326261865,  0.5758748308374669,  0.8602445644568029,  0.2021047568643427,  0.5997343678928327,  0.9968877618545798,  0.00506744908301604,  0.540494310994797,  0.991965229993972,  0.9982730284007001,  0.8393082097710693,  0.2967803366226649,  
23,  0.9982730284007001,  0.8213556560750924,  0.2803459426569427,  0.7847952430053907,  0.9968877618545798,  0.24850632798839556,  0.9982730284007001,  0.32882651320762657,  0.8521086733685299,  0.49662257428079093,  0.2803459426569427,  0.029753945042614305,  0.5078724009806956,  0.9304144626736869,  0.1548479743504082,  0.5857605276336533,  0.9968877618545798,  0.00506744908301604,  0.5709753506172258,  0.991965229993972,  0.9982730284007001,  0.8213556560750924,  0.2803459426569427,  
24,  0.9982730284007001,  0.8651149363016833,  0.5184321243358498,  0.7847952430053907,  0.9968877618545798,  0.24850632798839556,  0.9982730284007001,  0.2459315007827425,  0.9109763995714926,  0.6089757138519352,  0.5184321243358498,  0.03330745747828723,  0.49873594036953317,  0.9823840316584099,  0.0783250368118742,  0.5952432825705566,  0.9968877618545798,  0.00506744908301604,  0.47561098927280665,  0.9635908460292558,  0.9982730284007001,  0.8651149363016833,  0.5184321243358498,  
25,  0.9982730284007001,  0.8691145166167227,  0.25197215718133636,  0.7847952430053907,  0.9968877618545798,  0.24850632798839556,  0.9982730284007001,  0.17716718434084044,  0.7888215056386746,  0.2714123386634989,  0.25197215718133636,  0.027608940048406083,  0.5219469674070655,  0.9304144626736869,  0.04826444983003675,  0.5093223002278328,  0.9968877618545798,  0.00506744908301604,  0.44725175296395814,  0.9635908460292558,  0.9982730284007001,  0.8691145166167227,  0.25197215718133636,  
26,  0.9982730284007001,  0.8342994274256481,  0.3314814305691035,  0.7847952430053907,  0.9968877618545798,  0.24850632798839556,  0.9982730284007001,  0.1559667727027355,  0.6364125042679336,  0.06585547407714132,  0.3314814305691035,  0.032791745950967566,  0.6188514884035589,  0.9806190293375365,  0.09876732265028298,  0.5126255369035218,  0.9968877618545798,  0.00506744908301604,  0.5294614293743775,  0.9908564382000116,  0.9982730284007001,  0.8342994274256481,  0.3314814305691035,  
27,  0.9982730284007001,  0.8323880071668719,  0.1715100762591123,  0.7847952430053907,  0.9968877618545798,  0.24850632798839556,  0.9982730284007001,  0.9115276322940383,  0.9416878810652227,  0.10873013700399847,  0.1715100762591123,  0.09766627245104675,  0.6160761578570668,  0.9806190293375365,  0.07043900880103482,  0.5643685204839827,  0.9968877618545798,  0.00506744908301604,  0.5709339937730946,  0.9692993746741972,  0.9982730284007001,  0.8323880071668719,  0.1715100762591123,  
28,  0.9982730284007001,  0.8529353535035593,  0.563101763926482,  0.7847952430053907,  0.9968877618545798,  0.24850632798839556,  0.9982730284007001,  0.7776468784128757,  0.8662839068584269,  0.5306452910566061,  0.563101763926482,  0.19297356318561287,  0.60390170444574,  0.9806190293375365,  0.09876732265028298,  0.5200590295181741,  0.9968877618545798,  0.00506744908301604,  0.5465578722045595,  0.9692993746741972,  0.9982730284007001,  0.8529353535035593,  0.563101763926482,  
29,  0.9982730284007001,  0.7938021070075967,  0.20362846024958658,  0.7847952430053907,  0.9968877618545798,  0.24850632798839556,  0.9982730284007001,  0.14772990006921616,  0.22113596454298146,  0.6236559847638465,  0.20362846024958658,  0.061519881740068616,  0.5613851853097385,  0.98380438563276,  0.11270898382111316,  0.4558309615248251,  0.9968877618545798,  0.00506744908301604,  0.43729916290383225,  0.9831796329417442,  0.9982730284007001,  0.7938021070075967,  0.20362846024958658,  
30,  0.9982730284007001,  0.7882441862095125,  0.13985495291451722,  0.7847952430053907,  0.9968877618545798,  0.24850632798839556,  0.9982730284007001,  0.4943631858047909,  0.8477766639786656,  0.7480225898222881,  0.13985495291451722,  0.0959490750425156,  0.522127003517794,  0.880632852767556,  0.06619239266180288,  0.4983137157643451,  0.9968877618545798,  0.00506744908301604,  0.472550273361877,  0.9438571117405082,  0.9982730284007001,  0.7882441862095125,  0.13985495291451722,  
31,  0.9982730284007001,  0.8501227646141619,  0.5091250409306173,  0.7847952430053907,  0.9968877618545798,  0.24850632798839556,  0.9982730284007001,  0.5847459403953033,  0.1863420809926274,  0.6477791141282961,  0.5091250409306173,  0.0959490750425156,  0.5210365088504963,  0.8654259766491875,  0.04473520231964634,  0.4913889282236906,  0.9968877618545798,  0.00506744908301604,  0.42543355100425617,  0.9928080710628839,  0.9982730284007001,  0.8501227646141619,  0.5091250409306173,  
32,  0.9982730284007001,  0.8314001727556611,  0.13357958422037697,  0.7847952430053907,  0.9968877618545798,  0.24850632798839556,  0.9982730284007001,  0.3516088703144834,  0.6745274140704107,  0.5416289024801678,  0.13357958422037697,  0.02625441443337606,  0.5700612892668447,  0.9980896849122775,  0.003245912755583835,  0.5232350941004449,  0.9968877618545798,  0.00506744908301604,  0.41001556971952513,  0.9366865847776217,  0.9982730284007001,  0.8314001727556611,  0.13357958422037697,  
33,  0.9982730284007001,  0.8249312888686277,  0.42927358583983055,  0.7847952430053907,  0.9968877618545798,  0.24850632798839556,  0.9982730284007001,  0.45846791410554855,  0.8616211788947747,  0.2750331268598104,  0.42927358583983055,  0.0002787832099648835,  0.5192691240862101,  0.887298710185396,  0.018882975101539023,  0.5238229047014465,  0.9968877618545798,  0.02351316649556956,  0.4376307428625481,  0.9366865847776217,  0.9982730284007001,  0.8249312888686277,  0.42927358583983055,  
34,  0.9982730284007001,  0.8388203625220366,  0.1299294886437521,  0.7847952430053907,  0.9968877618545798,  0.24850632798839556,  0.9982730284007001,  0.9198786410767349,  0.2799526655646346,  0.2627492820426641,  0.1299294886437521,  0.05105382792688118,  0.5441376766411344,  0.9986658211939664,  0.018882975101539023,  0.4803204674466888,  0.9968877618545798,  0.03221358359794402,  0.3974270202448657,  0.9366865847776217,  0.9982730284007001,  0.8388203625220366,  0.1299294886437521,  
35,  0.9982730284007001,  0.8632933628347997,  0.40226983090675783,  0.7847952430053907,  0.9968877618545798,  0.24850632798839556,  0.9982730284007001,  0.8395699156839918,  0.07835908464331776,  0.3999630155366922,  0.40226983090675783,  0.05105382792688118,  0.5762477503846881,  0.9986658211939664,  0.003831119856365639,  0.3899500163358324,  0.9968877618545798,  0.03221358359794402,  0.4981680276141099,  0.9394574744863574,  0.9982730284007001,  0.8632933628347997,  0.40226983090675783,  
36,  0.9982730284007001,  0.8245230317903322,  0.3034985278968786,  0.7847952430053907,  0.9968877618545798,  0.24850632798839556,  0.9982730284007001,  0.6177901556545853,  0.909884802879951,  0.6411559788509834,  0.3034985278968786,  0.01758350150787069,  0.5331760181041126,  0.9986658211939664,  0.002491185449689959,  0.3562781856611392,  0.9968877618545798,  0.0022165508511015064,  0.5365197399874193,  0.974629265073652,  0.9982730284007001,  0.8245230317903322,  0.3034985278968786,  
37,  0.9982730284007001,  0.8140181386736998,  0.1428550989707884,  0.7847952430053907,  0.9968877618545798,  0.24850632798839556,  0.9982730284007001,  0.41675334625570115,  0.9380847480222133,  0.33208569160353907,  0.1428550989707884,  0.04756844568419072,  0.5371413907857362,  0.9986658211939664,  0.003831119856365639,  0.40831308367230085,  0.9968877618545798,  0.0745929666993933,  0.5102701544987933,  0.974629265073652,  0.9982730284007001,  0.8140181386736998,  0.1428550989707884,  
38,  0.9982730284007001,  0.8339856683020208,  0.1985730317259391,  0.7847952430053907,  0.9968877618545798,  0.24850632798839556,  0.9982730284007001,  0.39057196386791904,  0.4100180031695102,  0.21254808711026152,  0.1985730317259391,  0.05105382792688118,  0.5698305762117456,  0.9986658211939664,  0.003831119856365639,  0.3588568792278133,  0.9968877618545798,  0.018555530472052495,  0.4683233558565869,  0.9940069664180979,  0.9982730284007001,  0.8339856683020208,  0.1985730317259391,  
39,  0.9982730284007001,  0.807745768906298,  0.3067116799929033,  0.7847952430053907,  0.9968877618545798,  0.24850632798839556,  0.9982730284007001,  0.885950105884895,  0.9426560774838562,  0.16341255208848027,  0.3067116799929033,  0.13774760738390524,  0.5583427274842586,  0.9986658211939664,  0.003831119856365639,  0.39515348296037733,  0.9968877618545798,  0.034101578583697,  0.5007179476547093,  0.9940069664180979,  0.9982730284007001,  0.807745768906298,  0.3067116799929033,  
40,  0.9982730284007001,  0.8290205284486036,  0.2672817036339623,  0.7847952430053907,  0.9968877618545798,  0.24850632798839556,  0.9982730284007001,  0.44532449552535425,  0.4626769401368779,  0.8085307793132669,  0.2672817036339623,  0.05453762019685193,  0.455039103536661,  0.9986658211939664,  0.003831119856365639,  0.4096229658235817,  0.9968877618545798,  0.014337513297334348,  0.5606257837410985,  0.9940069664180979,  0.9982730284007001,  0.8290205284486036,  0.2672817036339623,  
41,  0.9982730284007001,  0.8204925890417976,  0.3085319449606102,  0.7847952430053907,  0.9968877618545798,  0.24850632798839556,  0.9982730284007001,  0.5732229082620243,  0.24869534428180073,  0.47129122805335977,  0.3085319449606102,  0.05453762019685193,  0.4764427090976911,  0.9986658211939664,  0.003831119856365639,  0.4288322561888332,  0.9968877618545798,  0.014337513297334348,  0.48521739928615565,  0.9940069664180979,  0.9982730284007001,  0.8204925890417976,  0.3085319449606102,  
42,  0.9982730284007001,  0.8114441749913789,  0.06619949352904675,  0.7847952430053907,  0.9968877618545798,  0.24850632798839556,  0.9982730284007001,  0.07463594731961087,  0.7831920759034064,  0.5070030482576947,  0.06619949352904675,  0.05453762019685193,  0.52331797664915,  0.9986658211939664,  0.005731602924509471,  0.4813537771092422,  0.9968877618545798,  0.014337513297334348,  0.4664605165989213,  0.9940069664180979,  0.9982730284007001,  0.8114441749913789,  0.06619949352904675,  
43,  0.9982730284007001,  0.8691914246905833,  0.5333841941589955,  0.7847952430053907,  0.9968877618545798,  0.24850632798839556,  0.9982730284007001,  0.4865337789437314,  0.24933629654570355,  0.06151452406842828,  0.5333841941589955,  0.05453762019685193,  0.5505542727845849,  0.9986658211939664,  0.005731602924509471,  0.49422104247320603,  0.9968877618545798,  0.01761750224819081,  0.480579378605296,  0.9940069664180979,  0.9982730284007001,  0.8691914246905833,  0.5333841941589955,  
44,  0.9982730284007001,  0.8146673791747452,  0.4492948450851503,  0.7847952430053907,  0.9968877618545798,  0.24850632798839556,  0.9982730284007001,  0.6227169480269241,  0.8678035842624776,  0.21389912770096442,  0.4492948450851503,  0.057578278498065405,  0.5350929766217676,  0.9986658211939664,  0.005731602924509471,  0.42936451511703855,  0.9968877618545798,  0.01761750224819081,  0.42724910754432543,  0.9783708541425288,  0.9982730284007001,  0.8146673791747452,  0.4492948450851503,  
45,  0.9982730284007001,  0.850382728603691,  0.5535714582705787,  0.7847952430053907,  0.9968877618545798,  0.24850632798839556,  0.9982730284007001,  0.9942289085072897,  0.9338252330795354,  0.7293147937946528,  0.5535714582705787,  0.057578278498065405,  0.6149778640707434,  0.9986658211939664,  0.005731602924509471,  0.46997307492510026,  0.9968877618545798,  0.01761750224819081,  0.49997453679503606,  0.9688060288812337,  0.9982730284007001,  0.850382728603691,  0.5535714582705787,  
46,  0.9982730284007001,  0.7868305846859952,  0.26156543748588423,  0.7847952430053907,  0.9968877618545798,  0.24850632798839556,  0.9982730284007001,  0.25514164648906434,  0.7112448594571291,  0.4921250488727985,  0.26156543748588423,  0.007622271051829332,  0.5166943865054406,  0.9986658211939664,  0.005731602924509471,  0.46869509927676145,  0.9968877618545798,  0.0293921624540584,  0.5122162188816158,  0.9801253019918192,  0.9982730284007001,  0.7868305846859952,  0.26156543748588423,  
47,  0.9982730284007001,  0.833654437161138,  0.26156543748588423,  0.7847952430053907,  0.9968877618545798,  0.24850632798839556,  0.9982730284007001,  0.25514164648906434,  0.7112448594571291,  0.4921250488727985,  0.26156543748588423,  0.007622271051829332,  0.5223655194409662,  0.9986658211939664,  0.005731602924509471,  0.5259399507996462,  0.9968877618545798,  0.03858366793429924,  0.4564404701183047,  0.9979850675778298,  0.9982730284007001,  0.833654437161138,  0.26156543748588423,  
48,  0.9982730284007001,  0.8000742582333644,  0.1857313001413321,  0.7847952430053907,  0.9968877618545798,  0.24850632798839556,  0.9982730284007001,  0.5616092833547922,  0.924552869975877,  0.052237959765280784,  0.1857313001413321,  0.007622271051829332,  0.48133811756206624,  0.9986658211939664,  0.005731602924509471,  0.5911646976930849,  0.9968877618545798,  0.03858366793429924,  0.47454303058609265,  0.9979850675778298,  0.9982730284007001,  0.8000742582333644,  0.1857313001413321,  
49,  0.9982730284007001,  0.7672251576977372,  0.21925767669907914,  0.7847952430053907,  0.9968877618545798,  0.24850632798839556,  0.9982730284007001,  0.18866456981527413,  0.3904104387166103,  0.2800540435061035,  0.21925767669907914,  0.007622271051829332,  0.43849502736318074,  0.9986658211939664,  0.005731602924509471,  0.5528913323774829,  0.9968877618545798,  0.05460757953318196,  0.4314404649252115,  0.9908380730110066,  0.9982730284007001,  0.7672251576977372,  0.21925767669907914,  
50,  0.9982730284007001,  0.755570294068142,  0.20613741938353414,  0.7847952430053907,  0.9968877618545798,  0.24850632798839556,  0.9982730284007001,  0.8985973586391992,  0.1606000289673878,  0.4495579123671064,  0.20613741938353414,  0.007622271051829332,  0.5036822937547277,  0.9986658211939664,  0.005731602924509471,  0.4697469106234347,  0.9968877618545798,  0.09339534458680476,  0.4439617192020026,  0.9856634092331951,  0.9982730284007001,  0.755570294068142,  0.20613741938353414,  
End of Optimization
